dataset	scenario	min_identity	min_ref_coverage	inferred_taxid	superkingdom	kingdom	phylum	class	order	family	genus	species	newly_rescued_reads
BAER	identity_87	87	90	515620	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira eligens	1
BAER	identity_87	87	90	519421	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinocatenispora	Actinocatenispora rupis	1
BAER	identity_87	87	90	522262	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus rostri	1
BAER	identity_87	87	90	525903	Bacteria	Thermotogati	Synergistota	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans	1
BAER	identity_87	87	90	525924	Bacteria	Pseudomonadati	Myxococcota	unclassified Myxococcota class	Polyangiales	Phaselicystidaceae	Phaselicystis	Phaselicystis flava	1
BAER	identity_87	87	90	542300	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Acidicapsa	Acidicapsa ligni	1
BAER	identity_87	87	90	545534	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium jeotgali	1
BAER	identity_87	87	90	546160	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Dietziaceae	Dietzia	Dietzia lutea	1
BAER	identity_87	87	90	561176	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jiangellales	Jiangellaceae	Jiangella	Jiangella alba	1
BAER	identity_87	87	90	563163	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium vulgare	1
BAER	identity_87	87	90	570279	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas aquatica	1
BAER	identity_87	87	90	581036	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Paranoxybacillus	Paranoxybacillus vitaminiphilus	1
BAER	identity_87	87	90	582418	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus tianmuensis	1
BAER	identity_87	87	90	583358	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter mathranii	1
BAER	identity_87	87	90	587739	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Yaniella	Yaniella soli	1
BAER	identity_87	87	90	616952	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia	Bauldia consociata	1
BAER	identity_87	87	90	624405	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas rhizosphaerae	1
BAER	identity_87	87	90	627680	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium aquiterrae	1
BAER	identity_87	87	90	630515	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus soli	1
BAER	identity_87	87	90	630535	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus marinus	1
BAER	identity_87	87	90	642589	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Acutalibacteraceae	Caproiciproducens	Caproiciproducens galactitolivorans	1
BAER	identity_87	87	90	645964	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus aidingensis	1
BAER	identity_87	87	90	648751	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Flindersiella	Flindersiella endophytica	1
BAER	identity_87	87	90	650093	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Paenisporosarcina	Paenisporosarcina indica	1
BAER	identity_87	87	90	650104	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Intrasporangiaceae	Aquipuribacter	Aquipuribacter nitratireducens	1
BAER	identity_87	87	90	655015	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylocystaceae	Methylocystis	Methylocystis bryophila	1
BAER	identity_87	87	90	657419	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Tistrella	Tistrella bauzanensis	1
BAER	identity_87	87	90	658456	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kineosporiales	Kineosporiaceae	Angustibacter	Angustibacter luteus	1
BAER	identity_87	87	90	661485	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides pocheonensis	1
BAER	identity_87	87	90	662960	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter exalbidus	1
BAER	identity_87	87	90	665118	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia enhydra	1
BAER	identity_87	87	90	665467	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Bauldia	Bauldia litoralis	1
BAER	identity_87	87	90	681644	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Actinoalloteichus	Actinoalloteichus nanshanensis	1
BAER	identity_87	87	90	684663	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Enteractinococcus	Enteractinococcus fodinae	1
BAER	identity_87	87	90	690567	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas zehnderi	1
BAER	identity_87	87	90	692370	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Tsuneonella	Tsuneonella dongtanensis	1
BAER	identity_87	87	90	694315	Bacteria	Pseudomonadati	Myxococcota	unclassified Myxococcota class	Haliangiales	Kofleriaceae	Kofleria	Kofleria flava	1
BAER	identity_87	87	90	697303	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter wiegelii	1
BAER	identity_87	87	90	697329	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus albus	1
BAER	identity_87	87	90	706120	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Niabella	Niabella tibetensis	1
BAER	identity_87	87	90	706587	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	Desulfomonile tiedjei	1
BAER	identity_87	87	90	709987	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia rhizophila	1
BAER	identity_87	87	90	715784	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides iriomotensis	1
BAER	identity_87	87	90	720554	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio clariflavus	1
BAER	identity_87	87	90	720633	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus composti	1
BAER	identity_87	87	90	728066	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter equi	1
BAER	identity_87	87	90	747076	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Tepidamorphaceae	Tepidamorphus	Tepidamorphus gemmatus	1
BAER	identity_87	87	90	747302	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia litopenaei	1
BAER	identity_87	87	90	751586	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta	1
BAER	identity_87	87	90	759412	Bacteria	Bacillati	Bacillota	Clostridia	Natranaerobiales	Natranaerobiaceae	Natranaerobius	Natranaerobius trueperi	1
BAER	identity_87	87	90	762947	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus eiseniae	1
BAER	identity_87	87	90	767817	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio gibsoniae	1
BAER	identity_87	87	90	857293	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator australicus	1
BAER	identity_87	87	90	859144	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus gottheilii	1
BAER	identity_87	87	90	870476	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium jiangsuense	1
BAER	identity_87	87	90	873078	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	Thermosyntropha	Thermosyntropha tengcongensis	1
BAER	identity_87	87	90	882440	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Streptosporangiales	Thermomonosporaceae	Actinomadura	Actinomadura geliboluensis	1
BAER	identity_87	87	90	883107	Bacteria	Bacillati	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella sinensis	1
BAER	identity_87	87	90	886292	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Desulfotomaculum	Desulfotomaculum varum	1
BAER	identity_87	87	90	911092	Bacteria	Bacillati	Bacillota	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	1
BAER	identity_87	87	90	930117	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	Ornithinibacillus halophilus	1
BAER	identity_87	87	90	930131	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus limi	1
BAER	identity_87	87	90	930171	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Pseudarthrobacter	Pseudarthrobacter phenanthrenivorans	1
BAER	identity_87	87	90	931089	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium deserti	1
BAER	identity_87	87	90	933059	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Gemmobacter	Gemmobacter aquatilis	1
BAER	identity_87	87	90	937927	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus rekensis	1
BAER	identity_87	87	90	940139	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus	Terriglobus aquaticus	1
BAER	identity_87	87	90	941907	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	Allosphingosinicella indica	1
BAER	identity_87	87	90	947009	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfotomaculaceae	Pelotomaculum	Pelotomaculum terephthalicicum	1
BAER	identity_87	87	90	996558	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Caldifermentibacillus	Caldifermentibacillus hisashii	1
BAER	identity_87	87	90	996641	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella amoyensis	1
BAER	identity_87	87	90	997355	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum	1
BAER	identity_87	87	90	1003110	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora maris	1
BAER	identity_87	87	90	1005039	Bacteria	Bacillati	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Fimbriimonas	Fimbriimonas ginsengisoli	1
BAER	identity_87	87	90	1007096	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter ruminantium	1
BAER	identity_87	87	90	1016997	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Thermoactinomycetaceae	Polycladomyces	Polycladomyces subterraneus	1
BAER	identity_87	87	90	1027633	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Enteractinococcus	Enteractinococcus coprophilus	1
BAER	identity_87	87	90	1028746	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Christiangramia	Christiangramia aestuarii	1
BAER	identity_87	87	90	1032480	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus phosphovorus	1
BAER	identity_87	87	90	1033737	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium senegalense	1
BAER	identity_87	87	90	1045775	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus catalpae	1
BAER	identity_87	87	90	1050174	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium epidermidicanis	1
BAER	identity_87	87	90	1088721	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium pentaromativorans	1
BAER	identity_87	87	90	1096929	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	Devosia lucknowensis	1
BAER	identity_87	87	90	1104781	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Agriterribacter	Agriterribacter humi	1
BAER	identity_87	87	90	1105367	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	unclassified Rhodobacterales family	Paenirhodobacter	Paenirhodobacter enshiensis	1
BAER	identity_87	87	90	1114878	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geomobilimonas	Geomobilimonas luticola	1
BAER	identity_87	87	90	1119528	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis	Methyloversatilis discipulorum	1
BAER	identity_87	87	90	1121326	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium magnum	1
BAER	identity_87	87	90	1121358	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium doosanense	1
BAER	identity_87	87	90	1121426	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Desulfallaceae	Desulfoscipio	Desulfoscipio geothermicus	1
BAER	identity_87	87	90	1121874	Bacteria	Bacillati	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix tonsillarum	1
BAER	identity_87	87	90	1123356	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Terrimonas	Terrimonas ferruginea	1
BAER	identity_87	87	90	1123558	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leucobacter	Leucobacter kyeonggiensis	1
BAER	identity_87	87	90	1130080	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium gilvum	1
BAER	identity_87	87	90	1131707	Bacteria	Pseudomonadati	Spirochaetota	Spirochaetia	Spirochaetales	Sphaerochaetaceae	Sphaerochaeta	Sphaerochaeta pleomorpha	1
BAER	identity_87	87	90	1139219	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus dispar	1
BAER	identity_87	87	90	1144547	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes hulinensis	1
BAER	identity_87	87	90	1159752	Bacteria	Bacillati	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus lemanii	1
BAER	identity_87	87	90	1172626	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Croceicoccus	Croceicoccus estronivorus	1
BAER	identity_87	87	90	1193282	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus xinjiangensis	1
BAER	identity_87	87	90	1197712	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Boseaceae	Bosea	Bosea massiliensis	1
BAER	identity_87	87	90	1197906	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Afipia	Afipia birgiae	1
BAER	identity_87	87	90	1202712	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus chungkukjangi	1
BAER	identity_87	87	90	1205680	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Reyranellaceae	Reyranella	Reyranella massiliensis	1
BAER	identity_87	87	90	1206085	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	Jatrophihabitans endophyticus	1
BAER	identity_87	87	90	1210884	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	Gemmata massiliana	1
BAER	identity_87	87	90	1211817	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium ihumii	1
BAER	identity_87	87	90	1229152	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus chungangensis	1
BAER	identity_87	87	90	1235259	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus polygoni	1
BAER	identity_87	87	90	1238184	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus kimchii	1
BAER	identity_87	87	90	1245523	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Siminovitchia	Siminovitchia composti	1
BAER	identity_87	87	90	1245527	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Ureibacillus	Ureibacillus defluvii	1
BAER	identity_87	87	90	1257026	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces barkulensis	1
BAER	identity_87	87	90	1301098	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas knackmussii	1
BAER	identity_87	87	90	1302659	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Planococcus	Planococcus versutus	1
BAER	identity_87	87	90	1303518	Bacteria	Bacillati	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas	Chthonomonas calidirosea	1
BAER	identity_87	87	90	1324350	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter equi	1
BAER	identity_87	87	90	1325564	Bacteria	Pseudomonadati	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira japonica	1
BAER	identity_87	87	90	1330551	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lemnae	1
BAER	identity_87	87	90	1335309	Bacteria	Pseudomonadati	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga costaii	1
BAER	identity_87	87	90	1336204	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium gilvum	1
BAER	identity_87	87	90	1346290	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Sterolibacteriaceae	Methyloversatilis	Methyloversatilis thermotolerans	1
BAER	identity_87	87	90	1348469	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	Jatrophihabitans fulvus	1
BAER	identity_87	87	90	1349762	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus oxalaticus	1
BAER	identity_87	87	90	1358420	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia	Priestia aryabhattai	1
BAER	identity_87	87	90	1365606	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Caryophanaceae	Sporosarcina	Sporosarcina siberiensis	1
BAER	identity_87	87	90	1387353	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Isosphaerales	Isosphaeraceae	Paludisphaera	Paludisphaera borealis	1
BAER	identity_87	87	90	1395955	Bacteria	Bacillati	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Solirubrobacter taibaiensis	1
BAER	identity_87	87	90	1398745	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Litoribacterium	Litoribacterium kuwaitense	1
BAER	identity_87	87	90	1400387	Bacteria	Pseudomonadati	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Bythopirellula	Bythopirellula goksoeyrii	1
BAER	identity_87	87	90	1403537	Bacteria	Bacillati	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Fervidicella	Fervidicella metallireducens	1
BAER	identity_87	87	90	1413211	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Tepidibacillus	Tepidibacillus decaturensis	1
BAER	identity_87	87	90	1434730	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Dactylosporangium	Dactylosporangium cerinum	1
BAER	identity_87	87	90	1441873	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora vulcania	1
BAER	identity_87	87	90	1443435	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus tyrosinisolvens	1
BAER	identity_87	87	90	1452508	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Caldimonas	Caldimonas caldifontis	1
BAER	identity_87	87	90	1458439	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus enshidis	1
BAER	identity_87	87	90	1460226	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus kronopolitis	1
BAER	identity_87	87	90	1473580	Bacteria	Bacillati	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitalea	Defluviitalea phaphyphila	1
BAER	identity_87	87	90	1481457	Bacteria	Pseudomonadati	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Spongiivirga	Spongiivirga citrea	1
BAER	identity_87	87	90	1485586	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces calidiresistens	1
BAER	identity_87	87	90	1490051	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacteroides	Anoxybacteroides rupiense	1
BAER	identity_87	87	90	1494448	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Chelatococcus	Chelatococcus reniformis	1
BAER	identity_87	87	90	1495050	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloterricola	Methyloterricola oryzae	1
BAER	identity_87	87	90	1496044	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus formosensis	1
BAER	identity_87	87	90	1499686	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas saudiphocaensis	1
BAER	identity_87	87	90	1510163	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus panacisoli	1
BAER	identity_87	87	90	1518501	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium valentinum	1
BAER	identity_87	87	90	1522317	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Nigerium	Nigerium massiliense	1
BAER	identity_87	87	90	1523623	Bacteria	Pseudomonadati	Thermodesulfobacteriota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas carbonis	1
BAER	identity_87	87	90	1530042	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora costi	1
BAER	identity_87	87	90	1534102	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	Pseudogracilibacillus endophyticus	1
BAER	identity_87	87	90	1538103	Bacteria	Pseudomonadati	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Chelatococcaceae	Pseudochelatococcus	Pseudochelatococcus contaminans	1
BAER	identity_87	87	90	1543852	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Prescottella	Prescottella soli	1
BAER	identity_87	87	90	1548547	Bacteria	Pseudomonadati	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	Woeseia	Woeseia oceani	1
BAER	identity_87	87	90	1549638	Bacteria	Pseudomonadati	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Quisquiliibacterium	Quisquiliibacterium transsilvanicum	1
BAER	identity_87	87	90	1560324	Bacteria	Pseudomonadati	Acidobacteriota	Blastocatellia	Blastocatellales	Arenimicrobiaceae	Arenimicrobium	Arenimicrobium luteum	1
BAER	identity_87	87	90	1562970	Bacteria	Pseudomonadati	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	Fermentimonas caenicola	1
BAER	identity_87	87	90	1564956	Bacteria	Bacillati	Bacillota	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	Gracilibacillus massiliensis	1
BAER	identity_87	87	90	1592106	Bacteria	Pseudomonadati	Acidobacteriota	Terriglobia	Terriglobales	Acidobacteriaceae	Terriglobus	Terriglobus albidus	1
BAER	identity_87	87	90	1610748	Bacteria	Bacillati	Actinomycetota	Actinomycetes	Jatrophihabitantales	Jatrophihabitantaceae	Jatrophihabitans	Jatrophihabitans soli	1
